Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02,3.1514296531677246,3.177000045776367,3.249500036239624,3.1115000247955322,3.16225004196167,97884000.0
2018-01-03,3.1739962100982666,3.1997499465942383,3.309499979019165,3.112499952316284,3.2235000133514404,138864000.0
2018-01-04,3.2131781578063965,3.2392499446868896,3.3285000324249268,3.129499912261963,3.2660000324249268,141556000.0
2018-01-05,3.2528555393218994,3.279249906539917,3.378999948501587,3.1922500133514404,3.2734999656677246,146276000.0
2018-01-08,3.263519525527954,3.2899999618530273,3.4177498817443848,3.2114999294281006,3.274749994277954,146443000.0
2018-01-09,3.3007185459136963,3.327500104904175,3.4347500801086426,3.242500066757202,3.299999952316284,151258000.0
2018-01-10,3.3106377124786377,3.3375000953674316,3.4367499351501465,3.2512500286102295,3.344749927520752,151652000.0
2018-01-11,3.314357280731201,3.341249942779541,3.4375,3.2577500343322754,3.3515000343322754,156033000.0
2018-01-12,3.3247909545898438,3.3445000648498535,3.4432499408721924,3.2750000953674316,3.3667500019073486,161473000.0
2018-01-16,3.350315570831299,3.377500057220459,3.4492499828338623,3.27524995803833,3.384999990463257,162134000.0
2018-01-17,3.3665432929992676,3.3864998817443848,3.452500104904175,3.2864999771118164,3.397749900817871,163388000.0
2018-01-18,3.3773462772369385,3.404750108718872,3.4619998931884766,3.30649995803833,3.403749942779541,163980000.0
2018-01-19,3.378089666366577,3.4054999351501465,3.4962499141693115,3.315000057220459,3.404249906539917,164572000.0
2018-01-22,3.407104730606079,3.4347500801086426,3.5409998893737793,3.3172500133514404,3.4089999198913574,166538000.0
2018-01-23,3.4224798679351807,3.4502499103546143,3.543750047683716,3.332750082015991,3.413749933242798,167276000.0
2018-01-24,3.434878349304199,3.46274995803833,3.5450000762939453,3.3847498893737793,3.428499937057495,167934000.0
2018-01-25,3.4572553634643555,3.477750062942505,3.570499897003174,3.3867499828338623,3.43149995803833,169152000.0
2018-01-26,3.467613935470581,3.4957499504089355,3.5802500247955322,3.4094998836517334,3.4542500972747803,170372000.0
2018-01-29,3.4838478565216064,3.508500099182129,3.6122500896453857,3.410749912261963,3.4625000953674316,173196000.0
2018-01-30,3.511186122894287,3.5320000648498535,3.6192500591278076,3.410749912261963,3.5077500343322754,173911000.0
2018-01-31,3.5358104705810547,3.564500093460083,3.6222500801086426,3.422499895095825,3.535249948501587,178497000.0
2018-02-01,3.5539329051971436,3.575000047683716,3.6297500133514404,3.4392499923706055,3.536250114440918,179144000.0
2018-02-02,3.556145191192627,3.583250045776367,3.6372499465942383,3.4735000133514404,3.5450000762939453,179238000.0
2018-02-05,3.558073043823242,3.5850000381469727,3.6394999027252197,3.4839999675750732,3.547499895095825,180652000.0
2018-02-06,3.5606088638305664,3.5894999504089355,3.654750108718872,3.495500087738037,3.582750082015991,182852000.0
2018-02-07,3.564824342727661,3.59375,3.6630001068115234,3.496500015258789,3.6005001068115234,183063000.0
2018-02-08,3.573317289352417,3.5945000648498535,3.6695001125335693,3.5309998989105225,3.6082499027252197,183497000.0
2018-02-09,3.584796905517578,3.615999937057495,3.6697499752044678,3.533750057220459,3.612499952316284,184884000.0
2018-02-12,3.5850448608398438,3.617500066757202,3.671999931335449,3.564500093460083,3.6127500534057617,185580000.0
2018-02-13,3.5891273021698,3.6177499294281006,3.679500102996826,3.5697500705718994,3.6142499446868896,185925000.0
2018-02-14,3.592228889465332,3.6182498931884766,3.69350004196167,3.571000099182129,3.6177499294281006,186184000.0
2018-02-15,3.5946905612945557,3.625,3.703749895095825,3.5802500247955322,3.63100004196167,186256000.0
2018-02-16,3.6015264987945557,3.6257500648498535,3.7144999504089355,3.581249952316284,3.6337499618530273,187590000.0
2018-02-20,3.6032521724700928,3.6287500858306885,3.7149999141693115,3.581249952316284,3.6342499256134033,187834000.0
2018-02-21,3.6043834686279297,3.6307499408721924,3.7249999046325684,3.590250015258789,3.6394999027252197,189100000.0
2018-02-22,3.6160638332366943,3.637500047683716,3.731250047683716,3.591249942779541,3.6414999961853027,189494000.0
2018-02-23,3.6317813396453857,3.6549999713897705,3.737499952316284,3.603250026702881,3.6449999809265137,189752000.0
2018-02-26,3.6317813396453857,3.661250114440918,3.7397499084472656,3.606250047683716,3.6465001106262207,190781000.0
2018-02-27,3.6334609985351562,3.661250114440918,3.7422499656677246,3.611999988555908,3.649250030517578,191744000.0
2018-02-28,3.643933057785034,3.6735000610351562,3.7437500953674316,3.612499952316284,3.659749984741211,192424000.0
2018-03-01,3.655836582183838,3.683000087738037,3.7582499980926514,3.6157500743865967,3.667249917984009,193016000.0
2018-03-02,3.657121419906616,3.685499906539917,3.7647500038146973,3.619999885559082,3.6679999828338623,193380000.0
2018-03-05,3.660548448562622,3.6902499198913574,3.7669999599456787,3.620500087738037,3.6772499084472656,195172000.0
2018-03-06,3.67443585395813,3.7042500972747803,3.776750087738037,3.621999979019165,3.6802499294281006,195672000.0
2018-03-07,3.674931287765503,3.7047500610351562,3.779750108718872,3.6227500438690186,3.6875,196856000.0
2018-03-08,3.6846578121185303,3.7065000534057617,3.7804999351501465,3.625,3.6877501010894775,197036000.0
2018-03-09,3.688882350921631,3.710750102996826,3.785749912261963,3.637500047683716,3.694000005722046,197772000.0
2018-03-12,3.689314603805542,3.719249963760376,3.7864999771118164,3.6397500038146973,3.700000047683716,197796000.0
2018-03-13,3.690802574157715,3.719249963760376,3.78725004196167,3.640500068664551,3.7019999027252197,198107000.0
2018-03-14,3.6910507678985596,3.720750093460083,3.790750026702881,3.641249895095825,3.7105000019073486,198209000.0
2018-03-15,3.6922900676727295,3.7209999561309814,3.7950000762939453,3.6422500610351562,3.7249999046325684,199520000.0
2018-03-16,3.692538261413574,3.722249984741211,3.807499885559082,3.64424991607666,3.741499900817871,199755000.0
2018-03-19,3.6933069229125977,3.7225000858306885,3.809000015258789,3.6594998836517334,3.7422499656677246,200040000.0
2018-03-20,3.6973321437835693,3.7269999980926514,3.819499969482422,3.660249948501587,3.7472500801086426,200204000.0
2018-03-21,3.699481964111328,3.7295000553131104,3.821500062942505,3.6640000343322754,3.747499942779541,201340000.0
2018-03-22,3.7022109031677246,3.7314999103546143,3.8237500190734863,3.676500082015991,3.7697501182556152,201767000.0
2018-03-23,3.7052805423736572,3.7322499752044678,3.833250045776367,3.6847500801086426,3.770750045776367,201912000.0
2018-03-26,3.7165935039520264,3.7467501163482666,3.833750009536743,3.684999942779541,3.7709999084472656,202191000.0
2018-03-27,3.7185773849487305,3.7487499713897705,3.8345000743865967,3.685499906539917,3.774250030517578,202244000.0
2018-03-28,3.7296409606933594,3.7517499923706055,3.836750030517578,3.686000108718872,3.7750000953674316,203912000.0
2018-03-29,3.730729103088379,3.760999917984009,3.846250057220459,3.6887500286102295,3.7774999141693115,203943000.0
2018-04-02,3.7395384311676025,3.7660000324249268,3.846250057220459,3.694000005722046,3.778249979019165,204280000.0
2018-04-03,3.7465407848358154,3.768749952316284,3.8545000553131104,3.7007501125335693,3.782249927520752,204585000.0
2018-04-04,3.7475345134735107,3.7697501182556152,3.8564999103546143,3.7074999809265137,3.784749984741211,204688000.0
2018-04-05,3.748831272125244,3.779249906539917,3.859250068664551,3.707750082015991,3.7860000133514404,205384000.0
2018-04-06,3.7624707221984863,3.786250114440918,3.8637499809265137,3.7155001163482666,3.789750099182129,205528000.0
2018-04-09,3.763937473297119,3.7869999408721924,3.864500045776367,3.7225000858306885,3.7939999103546143,205960000.0
2018-04-10,3.7646827697753906,3.7929999828338623,3.86899995803833,3.728250026702881,3.799999952316284,206228500.0
2018-04-11,3.7659428119659424,3.793750047683716,3.8692500591278076,3.7290000915527344,3.802000045776367,207508000.0
2018-04-12,3.7670934200286865,3.7939999103546143,3.8777499198913574,3.7300000190734863,3.809000015258789,207764000.0
2018-04-13,3.771641731262207,3.7964999675750732,3.882499933242798,3.7422499656677246,3.8125,208220000.0
2018-04-16,3.774540901184082,3.8012499809265137,3.88700008392334,3.745500087738037,3.8137500286102295,208326200.0
2018-04-17,3.778264284133911,3.805000066757202,3.890000104904175,3.7607500553131104,3.815500020980835,209264000.0
2018-04-18,3.7863047122955322,3.8087499141693115,3.890749931335449,3.7637500762939453,3.817500114440918,209416000.0
2018-04-19,3.7912380695343018,3.816499948501587,3.8917500972747803,3.7642500400543213,3.821000099182129,209732000.0
2018-04-20,3.7916600704193115,3.822000026702881,3.8924999237060547,3.7679998874664307,3.821500062942505,210028000.0
2018-04-23,3.79400897026062,3.822000026702881,3.895750045776367,3.768749952316284,3.8375000953674316,210876000.0
2018-04-24,3.7942137718200684,3.825000047683716,3.8970000743865967,3.770250082015991,3.8375000953674316,211236000.0
2018-04-25,3.7994766235351562,3.8262500762939453,3.897249937057495,3.776750087738037,3.843250036239624,211435000.0
2018-04-26,3.8054425716400146,3.828000068664551,3.8975000381469727,3.7774999141693115,3.8450000286102295,211880000.0
2018-04-27,3.8085060119628906,3.843250036239624,3.9045000076293945,3.7825000286102295,3.8450000286102295,212564000.0
2018-04-30,3.824577569961548,3.847249984741211,3.9124999046325684,3.784250020980835,3.8550000190734863,214176700.0
2018-05-01,3.829401969909668,3.8524999618530273,3.918750047683716,3.7874999046325684,3.8575000762939453,214288000.0
2018-05-02,3.82979679107666,3.8545000553131104,3.9252500534057617,3.791249990463257,3.865499973297119,214428000.0
2018-05-03,3.8317854404449463,3.8564999103546143,3.9332499504089355,3.7939999103546143,3.875,214769500.0
2018-05-04,3.832155227661133,3.8632500171661377,3.9397499561309814,3.7952499389648438,3.885999917984009,215749000.0
2018-05-07,3.84926176071167,3.876499891281128,3.947499990463257,3.7985000610351562,3.8877499103546143,215784000.0
2018-05-08,3.8539791107177734,3.8852500915527344,3.94950008392334,3.8017499446868896,3.8889999389648438,216776000.0
2018-05-09,3.8629064559936523,3.89424991607666,3.9514999389648438,3.8037500381469727,3.8927500247955322,216980000.0
2018-05-10,3.8782589435577393,3.901249885559082,3.953749895095825,3.8127501010894775,3.903749942779541,217204000.0
2018-05-11,3.883768081665039,3.911250114440918,3.957750082015991,3.815999984741211,3.9040000438690186,217223800.0
2018-05-14,3.884481191635132,3.9130001068115234,3.9609999656677246,3.8277499675750732,3.905250072479248,217444000.0
2018-05-15,3.885505437850952,3.913249969482422,3.962249994277954,3.828249931335449,3.906749963760376,217655000.0
2018-05-16,3.8857533931732178,3.9159998893737793,3.963749885559082,3.8340001106262207,3.9130001068115234,217916000.0
2018-05-17,3.8916726112365723,3.9195001125335693,3.964750051498413,3.8380000591278076,3.915250062942505,218284000.0
2018-05-18,3.8919601440429688,3.9232499599456787,3.971750020980835,3.8475000858306885,3.915250062942505,218374000.0
2018-05-21,3.895888566970825,3.927500009536743,3.9730000495910645,3.8480000495910645,3.919250011444092,218394000.0
2018-05-22,3.8961360454559326,3.9277501106262207,3.9972500801086426,3.8489999771118164,3.9227499961853027,219596000.0
2018-05-23,3.9018406867980957,3.9302499294281006,3.9987499713897705,3.862499952316284,3.9437499046325684,220140000.0
2018-05-24,3.902336359024048,3.9327499866485596,4.00124979019165,3.873500108718872,3.945499897003174,220440000.0
2018-05-25,3.9070887565612793,3.933500051498413,4.006999969482422,3.875,3.9457499980926514,221009000.0
2018-05-29,3.909574031829834,3.934000015258789,4.014500141143799,3.879499912261963,3.946500062942505,221988000.0
2018-05-30,3.9142396450042725,3.946000099182129,4.019000053405762,3.8929998874664307,3.950000047683716,222048000.0
2018-05-31,3.925398826599121,3.9565000534057617,4.021999835968018,3.893749952316284,3.9614999294281006,222352000.0
2018-06-01,3.9318466186523438,3.9572501182556152,4.026249885559082,3.9000000953674316,3.9619998931884766,222551200.0
2018-06-04,3.9331841468811035,3.961250066757202,4.031499862670898,3.902250051498413,3.9625000953674316,222732000.0
2018-06-05,3.9334168434143066,3.963749885559082,4.037499904632568,3.9035000801086426,3.9625000953674316,223048000.0
2018-06-06,3.9353187084198,3.967250108718872,4.03849983215332,3.9035000801086426,3.9765000343322754,223116000.0
2018-06-07,3.9477176666259766,3.979749917984009,4.043000221252441,3.9105000495910645,3.9765000343322754,223244000.0
2018-06-08,3.958036422729492,3.9814999103546143,4.045499801635742,3.9124999046325684,3.983750104904175,224100000.0
2018-06-11,3.961467981338501,3.989000082015991,4.047749996185303,3.921999931335449,3.9839999675750732,224860000.0
2018-06-12,3.9654924869537354,3.989500045776367,4.051499843597412,3.9327499866485596,3.994999885559082,225396000.0
2018-06-13,3.9655730724334717,4.001500129699707,4.0592498779296875,3.9342501163482666,4.0,226188000.0
2018-06-14,3.971524715423584,4.0017499923706055,4.083499908447266,3.9352500438690186,4.00124979019165,226553700.0
2018-06-15,3.9766106605529785,4.003749847412109,4.085000038146973,3.9412500858306885,4.010000228881836,226994000.0
2018-06-18,3.977918863296509,4.004749774932861,4.08650016784668,3.941999912261963,4.014500141143799,227500000.0
2018-06-19,3.9821436405181885,4.0057501792907715,4.092750072479248,3.9452500343322754,4.029749870300293,227728000.0
2018-06-20,4.000194072723389,4.028500080108643,4.096499919891357,3.9584999084472656,4.044750213623047,228316000.0
2018-06-21,4.006002426147461,4.029749870300293,4.096749782562256,3.962249994277954,4.05649995803833,229212000.0
2018-06-22,4.010714054107666,4.0304999351501465,4.0995001792907715,3.9625000953674316,4.064000129699707,229328000.0
2018-06-25,4.021162509918213,4.045000076293945,4.099999904632568,3.9749999046325684,4.067749977111816,230235000.0
2018-06-26,4.02253532409668,4.051000118255615,4.109749794006348,3.979749917984009,4.073750019073486,231004000.0
2018-06-27,4.0318498611450195,4.055749893188477,4.110750198364258,3.9820001125335693,4.074999809265137,231309000.0
2018-06-28,4.034451961517334,4.060999870300293,4.131999969482422,4.008500099182129,4.079249858856201,231384000.0
2018-06-29,4.0370683670043945,4.063000202178955,4.134250164031982,4.015500068664551,4.083000183105469,231832000.0
2018-07-02,4.044771671295166,4.068749904632568,4.147749900817871,4.031499862670898,4.087500095367432,231925900.0
2018-07-03,4.052865028381348,4.080749988555908,4.158750057220459,4.037499904632568,4.100749969482422,232020000.0
2018-07-05,4.056702613830566,4.085750102996826,4.1645002365112305,4.040249824523926,4.103000164031982,232236000.0
2018-07-06,4.073587894439697,4.104249954223633,4.177499771118164,4.040999889373779,4.114500045776367,233484000.0
2018-07-09,4.0815558433532715,4.10575008392334,4.197999954223633,4.042500019073486,4.122499942779541,233648000.0
2018-07-10,4.084102153778076,4.110750198364258,4.204249858856201,4.058750152587891,4.125,233796000.0
2018-07-11,4.098703861236572,4.123000144958496,4.207499980926514,4.070499897003174,4.137499809265137,233868000.0
2018-07-12,4.109918117523193,4.136250019073486,4.210999965667725,4.081250190734863,4.140250205993652,234204000.0
2018-07-13,4.111875057220459,4.138999938964844,4.226500034332275,4.086750030517578,4.165249824523926,234564000.0
2018-07-16,4.129770278930664,4.154250144958496,4.227749824523926,4.093249797821045,4.166749954223633,235752000.0
2018-07-17,4.132503509521484,4.1570000648498535,4.23675012588501,4.097750186920166,4.174749851226807,237536000.0
2018-07-18,4.152385711669922,4.175000190734863,4.244999885559082,4.099999904632568,4.178750038146973,237677300.0
2018-07-19,4.154505729675293,4.177000045776367,4.249750137329102,4.116499900817871,4.182499885559082,237858000.0
